Protein,ProteinDescription,ProteinGene,EV13_SAXN_12mz_10 Sum NormalizedArea,EV14_SAXN_12mz_17 Sum NormalizedArea,EV15_SAXN_12mz_31 Sum NormalizedArea,Total04_HydN_12mz_42 Sum NormalizedArea,Total05_HydN_12mz_38 Sum NormalizedArea,Total06_HydN_12mz_40 Sum NormalizedArea
sp|Q494X3|ZN404_HUMAN,Zinc finger protein 404 OS=Homo sapiens OX=9606 GN=ZNF404 PE=1 SV=2,ZNF404,4409047.91,5147142.40,1826464.96,121923676.34,107397865.23,124809104.51
sp|Q00341|VIGLN_HUMAN,Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2,HDLBP,55683389.65,54021053.29,92270562.86,26915214.95,107156997.80,78186483.28
sp|Q14766|LTBP1_HUMAN,Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4,LTBP1,3477152192.67,3122945529.47,3135801160.90,150283399.03,106870139.55,111815671.72
sp|Q9HAV0|GBB4_HUMAN,Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=3,GNB4,1112331030.51,995809762.34,1003782145.17,34841594.02,106797677.12,33583007.77
sp|A0A075B6K0|LV316_HUMAN,Immunoglobulin lambda variable 3-16 OS=Homo sapiens OX=9606 GN=IGLV3-16 PE=3 SV=2,IGLV3-16,27135713.67,26812359.87,25880853.14,113363547.43,106602800.41,120226889.28
sp|Q04917|1433F_HUMAN,14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4,YWHAH,4293794502.29,4013043798.78,3857105110.33,105901371.46,105777717.91,113331772.98
sp|O95810|CAVN2_HUMAN,Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3,CAVIN2,4400250140.04,4069495112.01,4235014034.40,105361872.88,105061679.65,124772053.23
sp|P62258|1433E_HUMAN,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,YWHAE,3335045612.04,3085146919.42,3009390871.83,96704814.75,104773254.30,105090626.88
sp|P14543|NID1_HUMAN,Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3,NID1,2577410242.32,2360222112.83,2431043962.31,140287268.82,104759314.37,69766827.26
sp|O00187|MASP2_HUMAN,Mannan-binding lectin serine protease 2 OS=Homo sapiens OX=9606 GN=MASP2 PE=1 SV=4,MASP2,1832206812.70,1703318988.28,1788289857.37,112759073.75,104740178.66,116185230.45
sp|Q9NRW1|RAB6B_HUMAN,Ras-related protein Rab-6B OS=Homo sapiens OX=9606 GN=RAB6B PE=1 SV=1,RAB6B,2624988037.76,2471793004.79,2573312740.64,105532789.39,104542932.69,92677974.41
sp|O00233|PSMD9_HUMAN,26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3,PSMD9,166090541.33,124950042.98,118116594.48,99234955.54,104540446.62,8018074.58
sp|P20340|RAB6A_HUMAN,Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3,RAB6A,2507545850.45,2379297571.72,2479555781.50,104359299.24,104498569.23,90383028.54
sp|Q9P2E9|RRBP1_HUMAN,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,RRBP1,64931854.29,57011337.22,53267544.06,23171469.84,104395620.35,107865724.42
sp|Q9Y6R7|FCGBP_HUMAN,IgGFc-binding protein OS=Homo sapiens OX=9606 GN=FCGBP PE=1 SV=3,FCGBP,148568807.76,151395157.25,249799010.70,103398185.88,103999447.18,107637614.10
sp|O15439|MRP4_HUMAN,ATP-binding cassette sub-family C member 4 OS=Homo sapiens OX=9606 GN=ABCC4 PE=1 SV=3,ABCC4,170202033.11,166304147.01,163370012.91,55070045.10,103594763.01,113074361.12
sp|A6NHL2|TBAL3_HUMAN,Tubulin alpha chain-like 3 OS=Homo sapiens OX=9606 GN=TUBAL3 PE=1 SV=2,TUBAL3,4110089325.02,3968600372.95,3947458393.85,108977431.74,103246727.20,104819215.74
sp|P31946|1433B_HUMAN,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3,YWHAB,3694568872.68,3547090393.50,3392669732.40,107329425.33,103208136.59,114066193.69
sp|P59190|RAB15_HUMAN,Ras-related protein Rab-15 OS=Homo sapiens OX=9606 GN=RAB15 PE=1 SV=1,RAB15,2444531660.22,2268766642.44,2329874787.30,90296078.48,103041889.33,88942904.91
sp|Q15147|PLCB4_HUMAN,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 OS=Homo sapiens OX=9606 GN=PLCB4 PE=1 SV=3",PLCB4,24376017.31,23512236.86,21485251.09,8888622.29,102978482.16,102988263.52
sp|P22105|TENX_HUMAN,Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=5,TNXB,645545421.51,576511399.16,579852555.21,98538853.15,102698671.14,104907377.09
sp|P04070|PROC_HUMAN,Vitamin K-dependent protein C OS=Homo sapiens OX=9606 GN=PROC PE=1 SV=1,PROC,5803544505.71,5215450148.70,5416017399.78,108837310.94,102562198.94,113286351.35
sp|A0A075B6H9|LV469_HUMAN,Immunoglobulin lambda variable 4-69 OS=Homo sapiens OX=9606 GN=IGLV4-69 PE=1 SV=1,IGLV4-69,32159466.46,30665807.36,27409237.98,114821708.03,102314757.32,130281693.20
sp|P31146|COR1A_HUMAN,Coronin-1A OS=Homo sapiens OX=9606 GN=CORO1A PE=1 SV=4,CORO1A,2226708584.22,2086404241.39,2142178480.50,98185078.76,102225605.28,106744054.68
sp|P55786|PSA_HUMAN,Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2,NPEPPS,323537586.52,326839055.76,319997912.03,57794406.21,102002623.78,62937337.04
sp|P63000|RAC1_HUMAN,Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1,RAC1,1950327181.69,1764265327.14,1815568441.98,105801727.15,101197203.29,108419200.21
sp|P05543|THBG_HUMAN,Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2,SERPINA7,11332725.21,11525963.86,10551257.50,109035240.59,101017809.29,113902801.72
sp|Q9NVI7|ATD3A_HUMAN,ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2,ATAD3A,186025756.33,177968140.29,116359069.92,89432416.37,100717145.70,93261011.64
sp|Q86VS8|HOOK3_HUMAN,Protein Hook homolog 3 OS=Homo sapiens OX=9606 GN=HOOK3 PE=1 SV=2,HOOK3,52546322.83,43926304.02,50789050.81,74882349.85,100517976.15,46095506.19
sp|P06576|ATPB_HUMAN,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",ATP5F1B,3645955858.20,3390164022.05,3332613529.52,77218101.65,100044256.49,96851388.59
sp|Q6NUK1|SCMC1_HUMAN,Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2,SLC25A24,128330436.65,120031431.85,118976194.90,56334699.68,99351309.69,19939279.27
sp|Q9H4M9|EHD1_HUMAN,EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2,EHD1,1239753704.13,1230964259.79,1243183450.71,73700099.19,99317762.32,72054015.19
sp|Q68BL7|OLM2A_HUMAN,Olfactomedin-like protein 2A OS=Homo sapiens OX=9606 GN=OLFML2A PE=2 SV=1,OLFML2A,3192063.01,3825969.92,3000039.18,110236507.96,99141523.46,130638743.97
sp|Q96CS3|FAF2_HUMAN,FAS-associated factor 2 OS=Homo sapiens OX=9606 GN=FAF2 PE=1 SV=2,FAF2,38317359.21,36178176.07,33704376.68,98301083.20,98831857.85,124335650.07
sp|P78417|GSTO1_HUMAN,Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2,GSTO1,1913154016.94,1709755636.91,1788117994.35,106359349.26,98816710.06,108639322.55
sp|P16671|CD36_HUMAN,Platelet glycoprotein 4 OS=Homo sapiens OX=9606 GN=CD36 PE=1 SV=2,CD36,1925631088.89,1820932414.06,1785286390.19,42459565.89,98648744.30,43273847.85
sp|P07384|CAN1_HUMAN,Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1,CAPN1,2750362842.36,2632654100.76,2575474195.23,114000254.57,98544549.05,132820615.03
sp|P46109|CRKL_HUMAN,Crk-like protein OS=Homo sapiens OX=9606 GN=CRKL PE=1 SV=1,CRKL,470203651.73,447620640.15,452881491.38,20216948.79,98055531.65,26107578.78
sp|P11597|CETP_HUMAN,Cholesteryl ester transfer protein OS=Homo sapiens OX=9606 GN=CETP PE=1 SV=2,CETP,231506024.55,272308553.21,270551024.44,103712259.09,97702020.50,109977322.59
sp|Q5T9A4|ATD3B_HUMAN,ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1,ATAD3B,128152167.21,123759276.09,70093869.35,81807776.03,97491943.81,92721443.24
sp|Q9UGP4|LIMD1_HUMAN,LIM domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMD1 PE=1 SV=1,LIMD1,15091160.09,14516084.30,13111895.04,43577513.59,96829669.36,79457256.60
sp|P17858|PFKAL_HUMAN,"ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",PFKL,375103187.33,371474786.47,374271187.49,144870057.62,96694139.10,122793580.51
sp|Q13636|RAB31_HUMAN,Ras-related protein Rab-31 OS=Homo sapiens OX=9606 GN=RAB31 PE=1 SV=1,RAB31,1824749565.44,1867367300.11,1631813717.61,115479065.02,96686574.33,104428447.47
sp|Q6FI81|CPIN1_HUMAN,Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2,CIAPIN1,10504290.07,10040356.60,11201021.74,6414633.76,96473040.41,5411072.37
sp|Q96KP4|CNDP2_HUMAN,Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2,CNDP2,270625827.45,237679128.88,238703783.40,37877361.87,95764808.09,153860418.67
sp|Q9Y281|COF2_HUMAN,Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1,CFL2,1328856449.00,1060402115.96,1123719447.99,97770360.81,95394799.58,95897950.29
sp|P01034|CYTC_HUMAN,Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1,CST3,26766384.90,26127922.85,27647463.32,95500779.97,94872110.18,107364958.37
sp|Q92614|MY18A_HUMAN,Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3,MYO18A,274813606.34,249538001.57,270535198.96,81309250.43,94580626.67,90088938.16
sp|P07359|GP1BA_HUMAN,Platelet glycoprotein Ib alpha chain OS=Homo sapiens OX=9606 GN=GP1BA PE=1 SV=2,GP1BA,4108800820.62,3877815416.75,3913111750.02,82975133.93,93424743.54,107989479.27
sp|Q13464|ROCK1_HUMAN,Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1,ROCK1,449211303.05,433131904.88,427585628.00,141445147.19,93396750.19,119992684.06
sp|P46977|STT3A_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2,STT3A,252332453.89,235686533.51,237160673.20,42303111.16,93192980.12,99859726.74
sp|Q9C035|TRIM5_HUMAN,Tripartite motif-containing protein 5 OS=Homo sapiens OX=9606 GN=TRIM5 PE=1 SV=1,TRIM5,1794443.51,45874553.23,50366372.40,91794771.90,92922219.65,87365525.04
sp|P55084|ECHB_HUMAN,"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",HADHB,615805063.09,571757958.42,539366251.07,64064007.15,92711341.08,45851009.30
sp|Q8TD16|BICD2_HUMAN,Protein bicaudal D homolog 2 OS=Homo sapiens OX=9606 GN=BICD2 PE=1 SV=1,BICD2,130989174.42,118039009.05,124200335.08,104535899.79,92503864.27,8889176.70
sp|P11413|G6PD_HUMAN,Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4,G6PD,609707878.76,566319952.27,572760409.18,71329040.18,92113347.30,98828208.58
sp|Q14203|DCTN1_HUMAN,Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3,DCTN1,400631208.83,385748069.07,384476730.72,41192328.83,92042114.29,34822402.47
sp|P49406|RM19_HUMAN,"39S ribosomal protein L19, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL19 PE=1 SV=2",MRPL19,20002782.45,12301922.12,12562013.24,125421198.08,91107684.58,94548133.96
sp|P07951|TPM2_HUMAN,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1,TPM2,2532320259.41,2579080815.31,2555081110.97,58359930.18,90952257.65,62170435.98
sp|Q00059|TFAM_HUMAN,"Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1",TFAM,2210731427.41,1787845929.33,1973433988.74,125217013.53,90263047.33,135246353.05
sp|Q63HN8|RN213_HUMAN,E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens OX=9606 GN=RNF213 PE=1 SV=3,RNF213,40523746.62,36925829.44,38234157.91,95871135.41,89880973.95,43825085.29
sp|P08727|K1C19_HUMAN,"Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",KRT19,43359704.53,21481208.74,7035888.95,50531511.73,89711207.35,114412393.56
sp|P31947|1433S_HUMAN,14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,SFN,3218286441.32,3049958241.62,2847726299.21,84685539.58,89508683.07,95937187.68
sp|Q9Y4D1|DAAM1_HUMAN,Disheveled-associated activator of morphogenesis 1 OS=Homo sapiens OX=9606 GN=DAAM1 PE=1 SV=2,DAAM1,302362753.32,288650330.10,297912378.31,498140550.45,89459644.74,207476396.38
sp|Q9BZF9|UACA_HUMAN,Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens OX=9606 GN=UACA PE=1 SV=2,UACA,62145789.51,58541316.05,55237542.87,100368464.31,89348025.16,80004458.34
sp|Q9Y678|COPG1_HUMAN,Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1,COPG1,302727209.16,273918912.25,262386649.79,108603451.95,89331317.76,53490809.72
sp|Q99623|PHB2_HUMAN,Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2,PHB2,643799331.31,559281112.47,526955706.31,80877730.70,89023875.96,90082392.33
sp|Q6ZNJ1|NBEL2_HUMAN,Neurobeachin-like protein 2 OS=Homo sapiens OX=9606 GN=NBEAL2 PE=1 SV=2,NBEAL2,525764883.69,483300879.10,472239732.15,49248125.69,88911717.62,110826423.40
sp|P13646|K1C13_HUMAN,"Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",KRT13,138832435.76,124491111.46,120339272.29,48493750.77,88799148.47,109535152.20
sp|P35609|ACTN2_HUMAN,Alpha-actinin-2 OS=Homo sapiens OX=9606 GN=ACTN2 PE=1 SV=1,ACTN2,5693927948.32,5479624533.19,5173489526.05,91615499.12,88725401.13,100678216.39
sp|O15258|RER1_HUMAN,Protein RER1 OS=Homo sapiens OX=9606 GN=RER1 PE=1 SV=1,RER1,18544483.25,16911404.31,15743632.85,13260297.46,88586777.73,18406826.10
sp|O60674|JAK2_HUMAN,Tyrosine-protein kinase JAK2 OS=Homo sapiens OX=9606 GN=JAK2 PE=1 SV=2,JAK2,63815086.57,55265666.93,94694017.53,17003175.18,88573471.17,27136286.77
sp|Q9HDC9|APMAP_HUMAN,Adipocyte plasma membrane-associated protein OS=Homo sapiens OX=9606 GN=APMAP PE=1 SV=2,APMAP,215171543.54,196371784.87,207020542.17,90262193.62,87982820.84,98764577.93
sp|P49407|ARRB1_HUMAN,Beta-arrestin-1 OS=Homo sapiens OX=9606 GN=ARRB1 PE=1 SV=2,ARRB1,250091298.14,217513976.70,243841013.11,11536053.74,87367607.33,60935592.61
sp|P50552|VASP_HUMAN,Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3,VASP,1864204833.94,1671996908.95,1640883524.98,86896147.07,86934683.86,98070274.09
sp|Q9UGM5|FETUB_HUMAN,Fetuin-B OS=Homo sapiens OX=9606 GN=FETUB PE=1 SV=2,FETUB,19074669.00,21302599.05,23032703.76,92265114.23,86431329.62,100391114.34
sp|Q9Y5Q8|TF3C5_HUMAN,General transcription factor 3C polypeptide 5 OS=Homo sapiens OX=9606 GN=GTF3C5 PE=1 SV=2,GTF3C5,10507589.45,9619957.51,9627979.33,2446414.06,86186624.55,81962630.75
sp|P46782|RS5_HUMAN,40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4,RPS5,7793186.21,1532191.88,4843115.29,10329557.52,85812182.57,113894047.43
sp|P60174|TPIS_HUMAN,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4,TPI1,1331230520.85,1181635217.62,1179932824.99,90264728.25,85763098.69,94337731.63
sp|P18428|LBP_HUMAN,Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3,LBP,589094419.70,732760036.76,668301870.47,87357186.90,85619476.18,86786803.43
sp|Q9ULV4|COR1C_HUMAN,Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,CORO1C,2161591478.77,2114883679.36,2103028713.26,83878268.88,85275096.73,84558185.61
sp|P15374|UCHL3_HUMAN,Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens OX=9606 GN=UCHL3 PE=1 SV=1,UCHL3,9077428.98,8926537.57,8006328.92,97140262.07,85034326.29,75598500.74
sp|Q9Y5Z4|HEBP2_HUMAN,Heme-binding protein 2 OS=Homo sapiens OX=9606 GN=HEBP2 PE=1 SV=1,HEBP2,15728570.28,16357214.04,16717275.74,68128596.66,84964003.65,115128674.18
sp|P11216|PYGB_HUMAN,"Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5",PYGB,1279010337.39,1224253453.75,1197583067.85,135577308.09,84220149.82,435545961.20
sp|P32119|PRDX2_HUMAN,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,PRDX2,243056400.43,223527647.66,212453726.33,76085078.43,83648563.76,86422312.70
sp|Q7Z478|DHX29_HUMAN,ATP-dependent RNA helicase DHX29 OS=Homo sapiens OX=9606 GN=DHX29 PE=1 SV=2,DHX29,28713425.18,34654245.12,35132918.00,93910800.03,83367550.22,76063968.12
sp|Q4G0F5|VP26B_HUMAN,Vacuolar protein sorting-associated protein 26B OS=Homo sapiens OX=9606 GN=VPS26B PE=1 SV=2,VPS26B,97989482.50,79075194.67,81116275.45,78991555.00,83358465.14,89997033.60
sp|Q05193|DYN1_HUMAN,Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=2,DNM1,396576756.17,343122727.49,377369922.47,140196001.06,83285842.09,191642956.95
sp|Q8WZ82|OVCA2_HUMAN,Esterase OVCA2 OS=Homo sapiens OX=9606 GN=OVCA2 PE=1 SV=1,OVCA2,11167752.51,11412961.96,11291542.27,8449446.86,82697023.72,63719588.01
sp|P51575|P2RX1_HUMAN,P2X purinoceptor 1 OS=Homo sapiens OX=9606 GN=P2RX1 PE=1 SV=1,P2RX1,181977743.94,169834544.04,166670228.93,59242177.59,82495416.44,55780943.53
sp|Q7L576|CYFP1_HUMAN,Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1,CYFIP1,866100855.80,832163248.92,826853584.89,68381298.30,82137931.09,271465710.08
sp|P29350|PTN6_HUMAN,Tyrosine-protein phosphatase non-receptor type 6 OS=Homo sapiens OX=9606 GN=PTPN6 PE=1 SV=1,PTPN6,850872456.86,800206260.47,801411649.94,84376616.63,81815644.92,68861326.87
sp|Q96P48|ARAP1_HUMAN,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ARAP1 PE=1 SV=3",ARAP1,249202029.12,243303712.27,231611827.11,64414697.01,81761387.45,82991374.63
sp|O43149|ZZEF1_HUMAN,Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZZEF1 PE=1 SV=6,ZZEF1,218705643.30,251781833.71,197562213.79,104375645.43,81694134.48,108744990.97
sp|P98082|DAB2_HUMAN,Disabled homolog 2 OS=Homo sapiens OX=9606 GN=DAB2 PE=1 SV=3,DAB2,60260741.12,55384656.94,53987846.81,39911316.86,81600550.37,18272717.26
sp|P12931|SRC_HUMAN,Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens OX=9606 GN=SRC PE=1 SV=3,SRC,2019193446.67,1928145978.53,1969391507.98,77362432.96,81549352.40,83634845.76
sp|P23786|CPT2_HUMAN,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=2",CPT2,84466147.69,72462895.00,74306494.71,131199788.48,81458716.02,27111748.85
sp|Q92496|FHR4_HUMAN,Complement factor H-related protein 4 OS=Homo sapiens OX=9606 GN=CFHR4 PE=1 SV=3,CFHR4,88479599.90,93593606.19,83018944.63,84197559.80,81138649.17,87902780.67
sp|Q9Y2X7|GIT1_HUMAN,ARF GTPase-activating protein GIT1 OS=Homo sapiens OX=9606 GN=GIT1 PE=1 SV=2,GIT1,82529998.71,77132447.74,74187691.57,89433911.65,81089519.67,85457768.42
sp|P01718|LV327_HUMAN,Immunoglobulin lambda variable 3-27 OS=Homo sapiens OX=9606 GN=IGLV3-27 PE=1 SV=2,IGLV3-27,25490011.55,25405745.06,25639294.51,83654881.35,81039501.46,86126662.09
sp|P16615|AT2A2_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,ATP2A2,2455073296.92,2279276882.01,2341739144.52,70097293.32,80723847.48,94172142.95
sp|P01889|HLAB_HUMAN,"HLA class I histocompatibility antigen, B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=3",HLA-B,1344992657.15,1211958903.74,1221514965.21,61199203.53,80686360.53,41584755.83
sp|P62136|PP1A_HUMAN,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1,PPP1CA,382363165.07,368354008.90,398298544.48,42513585.35,80186443.86,17031774.85
sp|Q96A65|EXOC4_HUMAN,Exocyst complex component 4 OS=Homo sapiens OX=9606 GN=EXOC4 PE=1 SV=1,EXOC4,43292923.23,34467704.83,34818365.91,7578559.56,80050946.14,86251199.84
sp|P15153|RAC2_HUMAN,Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens OX=9606 GN=RAC2 PE=1 SV=1,RAC2,1748439802.91,1603457156.41,1607751276.43,86425134.33,79986221.79,86862975.03
sp|Q13423|NNTM_HUMAN,"NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3",NNT,1284746416.87,1233889971.45,1206687187.27,83008174.81,79856622.65,87572828.43
sp|Q14697|GANAB_HUMAN,Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3,GANAB,2088372657.02,1905391928.23,1863383907.59,130111777.41,79847907.40,61816057.51
sp|P61626|LYSC_HUMAN,Lysozyme C OS=Homo sapiens OX=9606 GN=LYZ PE=1 SV=1,LYZ,50853582.86,47533961.68,42833055.10,78566234.27,79044784.55,83084590.10
sp|P22891|PROZ_HUMAN,Vitamin K-dependent protein Z OS=Homo sapiens OX=9606 GN=PROZ PE=1 SV=2,PROZ,3999497055.95,4109658100.85,3921692040.35,76079408.45,78946256.53,82413491.58
sp|P04439|HLAA_HUMAN,"HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2",HLA-A,1313176147.12,1184831871.31,1186916560.12,41912695.84,78391979.46,39878740.93
sp|P49754|VPS41_HUMAN,Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens OX=9606 GN=VPS41 PE=1 SV=3,VPS41,19106062.07,18474324.76,14659993.05,38834864.22,78177221.37,10016226.48
sp|P16284|PECA1_HUMAN,Platelet endothelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=PECAM1 PE=1 SV=2,PECAM1,1548278509.57,1422168281.99,1416316739.15,66938695.28,77877711.13,67170401.19
sp|P27708|PYR1_HUMAN,CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3,CAD,155421153.20,152975950.91,145024525.33,66077288.25,77836123.72,64845943.99
sp|P98171|RHG04_HUMAN,Rho GTPase-activating protein 4 OS=Homo sapiens OX=9606 GN=ARHGAP4 PE=1 SV=2,ARHGAP4,180443653.50,169622136.32,167255969.96,72288526.36,77826019.74,64957557.47
sp|P01880|IGHD_HUMAN,Immunoglobulin heavy constant delta OS=Homo sapiens OX=9606 GN=IGHD PE=1 SV=3,IGHD,8777988.66,8601373.28,8177635.05,87065805.72,77677749.90,94357484.19
sp|P53621|COPA_HUMAN,Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,COPA,816994835.27,761243806.89,773251486.69,79133479.98,77647431.55,69233408.53
sp|P42226|STAT6_HUMAN,Signal transducer and activator of transcription 6 OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=1,STAT6,7013845.64,7445278.54,6400556.93,2310095.69,77645238.77,73308379.03
sp|Q9Y4I1|MYO5A_HUMAN,Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=2,MYO5A,175692585.23,159517694.05,167253480.44,50838271.90,77314609.05,87680270.81
sp|Q13619|CUL4A_HUMAN,Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=3,CUL4A,5384242.43,5867908.76,5339507.71,1265489.49,76976638.04,49248436.31
sp|Q08043|ACTN3_HUMAN,Alpha-actinin-3 OS=Homo sapiens OX=9606 GN=ACTN3 PE=1 SV=2,ACTN3,3464738170.49,3371043250.47,2889508952.35,77156950.05,76560119.23,86692095.29
sp|O00194|RB27B_HUMAN,Ras-related protein Rab-27B OS=Homo sapiens OX=9606 GN=RAB27B PE=1 SV=4,RAB27B,2773258250.53,2536741870.18,2460416719.25,61336315.37,76365325.72,85722692.38
sp|Q9BX10|GTPB2_HUMAN,GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GTPBP2 PE=1 SV=1,GTPBP2,175273230.25,161532136.62,161669586.81,68565202.48,75876840.02,66403577.82
sp|P35241|RADI_HUMAN,Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1,RDX,1657781888.83,1520193639.49,1469899642.11,93620602.34,75824566.83,91975372.49
sp|Q14012|KCC1A_HUMAN,Calcium/calmodulin-dependent protein kinase type 1 OS=Homo sapiens OX=9606 GN=CAMK1 PE=1 SV=1,CAMK1,47408370.17,42758277.42,39961592.89,72209171.39,75765907.58,69443888.07
