From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
TNC,P24821,reviewed,TENA_HUMAN,Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C),TNC HXB,Homo sapiens (Human),2201
TNPO1,Q92973,reviewed,TNPO1_HUMAN,Transportin-1 (Importin beta-2) (Karyopherin beta-2) (M9 region interaction protein) (MIP),TNPO1 KPNB2 MIP1 TRN,Homo sapiens (Human),898
TPP2,P29144,reviewed,TPP2_HUMAN,Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II),TPP2,Homo sapiens (Human),1249
TRIP10,Q15642,reviewed,CIP4_HUMAN,Cdc42-interacting protein 4 (Protein Felic) (Salt tolerant protein) (hSTP) (Thyroid receptor-interacting protein 10) (TR-interacting protein 10) (TRIP-10),TRIP10 CIP4 STOT STP,Homo sapiens (Human),601
TUFM,P49411,reviewed,EFTU_HUMAN,"Elongation factor Tu, mitochondrial (EF-Tu) (P43)",TUFM,Homo sapiens (Human),455
USO1,O60763,reviewed,USO1_HUMAN,General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein),USO1 VDP,Homo sapiens (Human),962
USP9X,Q93008,reviewed,USP9X_HUMAN,"Ubiquitin carboxyl-terminal hydrolase 9X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)",USP9X DFFRX FAM USP9,Homo sapiens (Human),2554
VAMP2,P63027,reviewed,VAMP2_HUMAN,Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2),VAMP2 SYB2,Homo sapiens (Human),116
VPS36,Q86VN1,reviewed,VPS36_HUMAN,Vacuolar protein-sorting-associated protein 36 (ELL-associated protein of 45 kDa) (ESCRT-II complex subunit VPS36),VPS36 C13orf9 EAP45 CGI-145,Homo sapiens (Human),386
ZC3HAV1,Q7Z2W4,reviewed,ZCCHV_HUMAN,Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Inactive Poly [ADP-ribose] polymerase 13) (PARP13) (Zinc finger CCCH domain-containing protein 2) (Zinc finger antiviral protein) (ZAP),ZC3HAV1 ZC3HDC2 PRO1677,Homo sapiens (Human),902
ABCE1,P61221,reviewed,ABCE1_HUMAN,ATP-binding cassette sub-family E member 1 (EC 3.6.5.-) (2'-5'-oligoadenylate-binding protein) (HuHP68) (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I),ABCE1 RLI RNASEL1 RNASELI RNS4I OK/SW-cl.40,Homo sapiens (Human),599
ACP1,P24666,reviewed,PPAC_HUMAN,Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.48) (Adipocyte acid phosphatase) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2) (Red cell acid phosphatase 1),ACP1,Homo sapiens (Human),158
ACSL3,O95573,reviewed,ACSL3_HUMAN,Fatty acid CoA ligase Acsl3 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3) (LACS 3) (Long-chain-fatty-acid--CoA ligase 3) (EC 6.2.1.3) (Medium-chain acyl-CoA ligase Acsl3) (EC 6.2.1.2),ACSL3 ACS3 FACL3 LACS3,Homo sapiens (Human),720
ADD1,P35611,reviewed,ADDA_HUMAN,Alpha-adducin (Erythrocyte adducin subunit alpha),ADD1 ADDA,Homo sapiens (Human),737
ALDH1A1,P00352,reviewed,AL1A1_HUMAN,"Aldehyde dehydrogenase 1A1 (EC 1.2.1.19) (EC 1.2.1.28) (EC 1.2.1.3) (EC 1.2.1.36) (3-deoxyglucosone dehydrogenase) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (Retinal dehydrogenase 1) (RALDH 1) (RalDH1)",ALDH1A1 ALDC ALDH1 PUMB1,Homo sapiens (Human),501
ALPL,P05186,reviewed,PPBT_HUMAN,"Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNS-ALP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme) (Phosphoamidase) (Phosphocreatine phosphatase) (EC 3.9.1.1)",ALPL,Homo sapiens (Human),524
ANXA13,P27216,reviewed,ANX13_HUMAN,Annexin A13 (Annexin XIII) (Annexin-13) (Intestine-specific annexin) (ISA),ANXA13 ANX13,Homo sapiens (Human),316
ARFIP1,P53367,reviewed,ARFP1_HUMAN,Arfaptin-1 (ADP-ribosylation factor-interacting protein 1),ARFIP1,Homo sapiens (Human),373
ARPC5L,Q9BPX5,reviewed,ARP5L_HUMAN,Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2),ARPC5L,Homo sapiens (Human),153
ATP6V1E1,P36543,reviewed,VATE1_HUMAN,V-type proton ATPase subunit E 1 (V-ATPase subunit E 1) (V-ATPase 31 kDa subunit) (p31) (Vacuolar proton pump subunit E 1),ATP6V1E1 ATP6E ATP6E2,Homo sapiens (Human),226
AZGP1,P25311,reviewed,ZA2G_HUMAN,Zinc-alpha-2-glycoprotein (Zn-alpha-2-GP) (Zn-alpha-2-glycoprotein),AZGP1 ZAG ZNGP1,Homo sapiens (Human),298
BCAP31,P51572,reviewed,BAP31_HUMAN,B-cell receptor-associated protein 31 (BCR-associated protein 31) (Bap31) (6C6-AG tumor-associated antigen) (Protein CDM) (p28),BCAP31 BAP31 DXS1357E,Homo sapiens (Human),246
BST2,Q10589,reviewed,BST2_HUMAN,Bone marrow stromal antigen 2 (BST-2) (HM1.24 antigen) (Tetherin) (CD antigen CD317),BST2,Homo sapiens (Human),180
CBR3,O75828,reviewed,CBR3_HUMAN,Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase 3) (Quinone reductase CBR3) (EC 1.6.5.10) (Short chain dehydrogenase/reductase family 21C member 2),CBR3 SDR21C2,Homo sapiens (Human),277
CCDC50,Q8IVM0,reviewed,CCD50_HUMAN,Coiled-coil domain-containing protein 50 (Protein Ymer),CCDC50 C3orf6,Homo sapiens (Human),306
CKMT1A,P12532,reviewed,KCRU_HUMAN,"Creatine kinase U-type, mitochondrial (EC 2.7.3.2) (Acidic-type mitochondrial creatine kinase) (Mia-CK) (Ubiquitous mitochondrial creatine kinase) (U-MtCK)",CKMT1A CKMT; CKMT1B CKMT,Homo sapiens (Human),417
CPNE2,Q96FN4,reviewed,CPNE2_HUMAN,Copine-2 (Copine II),CPNE2,Homo sapiens (Human),548
CRKL,P46109,reviewed,CRKL_HUMAN,Crk-like protein,CRKL,Homo sapiens (Human),303
CTNNA2,P26232,reviewed,CTNA2_HUMAN,Catenin alpha-2 (Alpha N-catenin) (Alpha-catenin-related protein),CTNNA2 CAPR,Homo sapiens (Human),953
DBNL,Q9UJU6,reviewed,DBNL_HUMAN,Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa) (HIP-55) (SH3 domain-containing protein 7),DBNL CMAP SH3P7 PP5423,Homo sapiens (Human),430
DDX21,Q9NR30,reviewed,DDX21_HUMAN,Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu),DDX21,Homo sapiens (Human),783
DDX21,Q9NY93,reviewed,DDX56_HUMAN,Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 21) (DEAD box protein 56),DDX56 DDX21 NOH61,Homo sapiens (Human),547
DHX15,O43143,reviewed,DHX15_HUMAN,ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43) (hPrp43),DHX15 DBP1 DDX15,Homo sapiens (Human),795
EIF2S1,P05198,reviewed,IF2A_HUMAN,Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha) (eIF2-alpha),EIF2S1 EIF2A,Homo sapiens (Human),315
EIF2S3,P41091,reviewed,IF2G_HUMAN,Eukaryotic translation initiation factor 2 subunit 3 (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma X) (eIF2-gamma X) (eIF2gX),EIF2S3 EIF2G,Homo sapiens (Human),472
EPB41L3,Q9Y2J2,reviewed,E41L3_HUMAN,"Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]",EPB41L3 DAL1 KIAA0987,Homo sapiens (Human),1087
FAM129A,Q9BZQ8,reviewed,NIBA1_HUMAN,Protein Niban 1 (Cell growth-inhibiting gene 39 protein) (Protein FAM129A),NIBAN1 C1orf24 FAM129A NIBAN GIG39,Homo sapiens (Human),928
FAM129B,Q96TA1,reviewed,NIBA2_HUMAN,Protein Niban 2 (Meg-3) (Melanoma invasion by ERK) (MINERVA) (Niban-like protein 1) (Protein FAM129B),NIBAN2 C9orf88 FAM129B,Homo sapiens (Human),746
FERMT3,Q86UX7,reviewed,URP2_HUMAN,Fermitin family homolog 3 (Kindlin-3) (MIG2-like protein) (Unc-112-related protein 2),FERMT3 KIND3 MIG2B URP2,Homo sapiens (Human),667
FGB,P02675,reviewed,FIBB_HUMAN,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain],FGB,Homo sapiens (Human),491
FTL,P02792,reviewed,FRIL_HUMAN,Ferritin light chain (Ferritin L subunit),FTL,Homo sapiens (Human),175
GJC1,P36383,reviewed,CXG1_HUMAN,Gap junction gamma-1 protein (Connexin-45) (Cx45) (Gap junction alpha-7 protein),GJC1 GJA7,Homo sapiens (Human),396
GJC1,Q8N144,reviewed,CXD3_HUMAN,Gap junction delta-3 protein (Connexin-31.9) (Cx31.9) (Gap junction alpha-11 protein) (Gap junction chi-1 protein),GJD3 GJA11 GJC1,Homo sapiens (Human),294
GLG1,Q92896,reviewed,GSLG1_HUMAN,Golgi apparatus protein 1 (CFR-1) (Cysteine-rich fibroblast growth factor receptor) (E-selectin ligand 1) (ESL-1) (Golgi sialoglycoprotein MG-160),GLG1 CFR1 ESL1 MG160,Homo sapiens (Human),1179
GSTM2,P28161,reviewed,GSTM2_HUMAN,Glutathione S-transferase Mu 2 (EC 2.5.1.18) (GST class-mu 2) (GSTM2-2),GSTM2 GST4,Homo sapiens (Human),218
H2AFJ,Q9BTM1,reviewed,H2AJ_HUMAN,Histone H2A.J (H2a/j),H2AJ H2AFJ,Homo sapiens (Human),129
HBA2,P69905,reviewed,HBA_HUMAN,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin],HBA1; HBA2,Homo sapiens (Human),142
HIST1H1D,P16402,reviewed,H13_HUMAN,Histone H1.3 (Histone H1c) (Histone H1s-2),H1-3 H1F3 HIST1H1D,Homo sapiens (Human),221
HIST1H2AC,Q93077,reviewed,H2A1C_HUMAN,Histone H2A type 1-C (H2A-clustered histone 6) (Histone H2A/l),H2AC6 H2AFL HIST1H2AC,Homo sapiens (Human),130
HIST1H2AJ,Q99878,reviewed,H2A1J_HUMAN,Histone H2A type 1-J (Histone H2A/e),H2AC14 H2AFE HIST1H2AJ,Homo sapiens (Human),128
HLA-DRB1,P01911,reviewed,DRB1_HUMAN,"HLA class II histocompatibility antigen, DRB1 beta chain (Human leukocyte antigen DRB1) (HLA-DRB1)",HLA-DRB1,Homo sapiens (Human),266
HNRNPA3,P51991,reviewed,ROA3_HUMAN,Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3),HNRNPA3 HNRPA3,Homo sapiens (Human),378
HNRNPM,P52272,reviewed,HNRPM_HUMAN,Heterogeneous nuclear ribonucleoprotein M (hnRNP M),HNRNPM HNRPM NAGR1,Homo sapiens (Human),730
HP,P00738,reviewed,HPT_HUMAN,Haptoglobin (Zonulin) [Cleaved into: Haptoglobin alpha chain; Haptoglobin beta chain],HP,Homo sapiens (Human),406
HPRT1,P00492,reviewed,HPRT_HUMAN,Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8),HPRT1 HPRT,Homo sapiens (Human),218
HRNR,Q86YZ3,reviewed,HORN_HUMAN,Hornerin,HRNR S100A18,Homo sapiens (Human),2850
HSD17B4,P51659,reviewed,DHB4_HUMAN,"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]",HSD17B4 EDH17B4 SDR8C1,Homo sapiens (Human),736
HTRA1,Q92743,reviewed,HTRA1_HUMAN,Serine protease HTRA1 (EC 3.4.21.-) (High-temperature requirement A serine peptidase 1) (L56) (Serine protease 11),HTRA1 HTRA PRSS11,Homo sapiens (Human),480
HYOU1,Q9Y4L1,reviewed,HYOU1_HUMAN,Hypoxia up-regulated protein 1 (150 kDa oxygen-regulated protein) (ORP-150) (170 kDa glucose-regulated protein) (GRP-170) (Heat shock protein family H member 4),HYOU1 GRP170 HSPH4 ORP150,Homo sapiens (Human),999
IGHA1,P01876,reviewed,IGHA1_HUMAN,Immunoglobulin heavy constant alpha 1 (Ig alpha-1 chain C region) (Ig alpha-1 chain C region BUR) (Ig alpha-1 chain C region TRO),IGHA1,Homo sapiens (Human),398
JAG1,P78504,reviewed,JAG1_HUMAN,Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339),JAG1 JAGL1,Homo sapiens (Human),1218
KRT28,Q7Z3Y7,reviewed,K1C28_HUMAN,"Keratin, type I cytoskeletal 28 (Cytokeratin-28) (CK-28) (Keratin-25D) (K25D) (Keratin-28) (K28) (Type I inner root sheath-specific keratin-K25irs4)",KRT28 KRT25D,Homo sapiens (Human),464
LAMB3,Q13751,reviewed,LAMB3_HUMAN,Laminin subunit beta-3 (Epiligrin subunit bata) (Kalinin B1 chain) (Kalinin subunit beta) (Laminin B1k chain) (Laminin-5 subunit beta) (Nicein subunit beta),LAMB3 LAMNB1,Homo sapiens (Human),1172
LARS,Q9P2J5,reviewed,SYLC_HUMAN,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",LARS1 KIAA1352 LARS,Homo sapiens (Human),1176
LGALS1,P09382,reviewed,LEG1_HUMAN,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),LGALS1,Homo sapiens (Human),135
LGALS3,P17931,reviewed,LEG3_HUMAN,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),LGALS3 MAC2,Homo sapiens (Human),250
LNPEP,Q9UIQ6,reviewed,LCAP_HUMAN,"Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Insulin-regulated membrane aminopeptidase) (Insulin-responsive aminopeptidase) (IRAP) (Oxytocinase) (OTase) (Placental leucine aminopeptidase) (P-LAP) [Cleaved into: Leucyl-cystinyl aminopeptidase, pregnancy serum form]",LNPEP OTASE,Homo sapiens (Human),1025
MCAM,P43121,reviewed,MUC18_HUMAN,Cell surface glycoprotein MUC18 (Cell surface glycoprotein P1H12) (Melanoma cell adhesion molecule) (Melanoma-associated antigen A32) (Melanoma-associated antigen MUC18) (S-endo 1 endothelial-associated antigen) (CD antigen CD146),MCAM MUC18,Homo sapiens (Human),646
MMP14,P50281,reviewed,MMP14_HUMAN,Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP),MMP14,Homo sapiens (Human),582
MPP6,Q99547,reviewed,MPH6_HUMAN,M-phase phosphoprotein 6,MPHOSPH6 MPP6,Homo sapiens (Human),160
MPP6,Q9NZW5,reviewed,PALS2_HUMAN,"Protein PALS2 (MAGUK p55 subfamily member 6) (Membrane protein, palmitoylated 6) (Veli-associated MAGUK 1) (VAM-1)",PALS2 MPP6 VAM1,Homo sapiens (Human),540
MYADM,Q96S97,reviewed,MYADM_HUMAN,Myeloid-associated differentiation marker (Protein SB135),MYADM UNQ553/PRO1110,Homo sapiens (Human),322
PLCB3,Q01970,reviewed,PLCB3_HUMAN,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-3) (Phospholipase C-beta-3) (PLC-beta-3)",PLCB3,Homo sapiens (Human),1234
PPA1,Q15181,reviewed,IPYR_HUMAN,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),PPA1 IOPPP PP,Homo sapiens (Human),289
PPP2CA,P67775,reviewed,PP2AA_HUMAN,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C),PPP2CA,Homo sapiens (Human),309
PPP2R2A,P63151,reviewed,2ABA_HUMAN,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha),PPP2R2A,Homo sapiens (Human),447
PROCR,Q9UNN8,reviewed,EPCR_HUMAN,Endothelial protein C receptor (Activated protein C receptor) (APC receptor) (Endothelial cell protein C receptor) (CD antigen CD201),PROCR EPCR,Homo sapiens (Human),238
PSMC2,P35998,reviewed,PRS7_HUMAN,26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2),PSMC2 MSS1,Homo sapiens (Human),433
PSMC5,P62195,reviewed,PRS8_HUMAN,26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG),PSMC5 SUG1,Homo sapiens (Human),406
PTBP1,P26599,reviewed,PTBP1_HUMAN,Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),PTBP1 PTB,Homo sapiens (Human),557
PTGR1,Q14914,reviewed,PTGR1_HUMAN,Prostaglandin reductase 1 (PRG-1) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (Dithiolethione-inducible gene 1 protein) (D3T-inducible gene 1 protein) (DIG-1) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase) (EC 1.3.1.74),PTGR1 LTB4DH,Homo sapiens (Human),329
PTP4A2,Q12974,reviewed,TP4A2_HUMAN,Protein tyrosine phosphatase type IVA 2 (EC 3.1.3.48) (HU-PP-1) (OV-1) (PTP(CAAXII)) (Protein-tyrosine phosphatase 4a2) (Protein-tyrosine phosphatase of regenerating liver 2) (PRL-2),PTP4A2 PRL2 PTPCAAX2 BM-008,Homo sapiens (Human),167
PTPRA,P18433,reviewed,PTPRA_HUMAN,Receptor-type tyrosine-protein phosphatase alpha (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) (EC 3.1.3.48),PTPRA PTPA PTPRL2,Homo sapiens (Human),802
PTPRC,P08575,reviewed,PTPRC_HUMAN,Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45),PTPRC CD45,Homo sapiens (Human),1306
QSOX1,O00391,reviewed,QSOX1_HUMAN,Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6),QSOX1 QSCN6 UNQ2520/PRO6013,Homo sapiens (Human),747
RAB18,Q9NP72,reviewed,RAB18_HUMAN,Ras-related protein Rab-18,RAB18,Homo sapiens (Human),206
RAB43,Q86YS6,reviewed,RAB43_HUMAN,Ras-related protein Rab-43 (Ras-related protein Rab-41),RAB43 RAB41,Homo sapiens (Human),212
RACGAP1,Q9H0H5,reviewed,RGAP1_HUMAN,Rac GTPase-activating protein 1 (Male germ cell RacGap) (MgcRacGAP) (Protein CYK4 homolog) (CYK4) (HsCYK-4),RACGAP1 KIAA1478 MGCRACGAP,Homo sapiens (Human),632
RHOF,Q9HBH0,reviewed,RHOF_HUMAN,Rho-related GTP-binding protein RhoF (Rho family GTPase Rif) (Rho in filopodia),RHOF ARHF RIF,Homo sapiens (Human),211
RNPEP,Q9H4A4,reviewed,AMPB_HUMAN,Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase),RNPEP APB,Homo sapiens (Human),650
RSU1,Q15404,reviewed,RSU1_HUMAN,Ras suppressor protein 1 (RSP-1) (Rsu-1),RSU1 RSP1,Homo sapiens (Human),277
S100A10,P60903,reviewed,S10AA_HUMAN,Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11),S100A10 ANX2LG CAL1L CLP11,Homo sapiens (Human),97
SDCBP2,Q9H190,reviewed,SDCB2_HUMAN,Syntenin-2 (Similar to TACIP18) (SITAC) (Syndecan-binding protein 2),SDCBP2 SITAC18,Homo sapiens (Human),292
SERINC1,Q9NRX5,reviewed,SERC1_HUMAN,Serine incorporator 1 (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2),SERINC1 KIAA1253 TDE1L TDE2 UNQ396/PRO732,Homo sapiens (Human),453
SERPINB6,P35237,reviewed,SPB6_HUMAN,Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor),SERPINB6 PI6 PTI,Homo sapiens (Human),376
SERPINC1,P01008,reviewed,ANT3_HUMAN,Antithrombin-III (ATIII) (Serpin C1),SERPINC1 AT3 PRO0309,Homo sapiens (Human),464
SMPDL3B,Q92485,reviewed,ASM3B_HUMAN,Acid sphingomyelinase-like phosphodiesterase 3b (ASM-like phosphodiesterase 3b) (EC 3.1.4.-),SMPDL3B ASML3B ASMLPD,Homo sapiens (Human),455
SNRNP200,O75643,reviewed,U520_HUMAN,U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD),SNRNP200 ASCC3L1 BRR2 HELIC2 KIAA0788,Homo sapiens (Human),2136
SNRPD3,P62318,reviewed,SMD3_HUMAN,Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3),SNRPD3,Homo sapiens (Human),126
SRSF1,Q07955,reviewed,SRSF1_HUMAN,"Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)",SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3,Homo sapiens (Human),248
STX12,Q86Y82,reviewed,STX12_HUMAN,Syntaxin-12,STX12,Homo sapiens (Human),276
STXBP1,P61764,reviewed,STXB1_HUMAN,Syntaxin-binding protein 1 (MUNC18-1) (N-Sec1) (Protein unc-18 homolog 1) (Unc18-1) (Protein unc-18 homolog A) (Unc-18A) (p67),STXBP1 UNC18A,Homo sapiens (Human),594
SYNGR2,O43760,reviewed,SNG2_HUMAN,Synaptogyrin-2 (Cellugyrin),SYNGR2 UNQ352/PRO615,Homo sapiens (Human),224
TAOK1,Q7L7X3,reviewed,TAOK1_HUMAN,Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1),TAOK1 KIAA1361 MAP3K16 MARKK,Homo sapiens (Human),1001
TJP2,Q9UDY2,reviewed,ZO2_HUMAN,Tight junction protein ZO-2 (Tight junction protein 2) (Zona occludens protein 2) (Zonula occludens protein 2),TJP2 X104 ZO2,Homo sapiens (Human),1190
TMED4,Q7Z7H5,reviewed,TMED4_HUMAN,Transmembrane emp24 domain-containing protein 4 (Endoplasmic reticulum stress-response protein 25) (ERS25) (GMP25iso) (Putative NF-kappa-B-activating protein 156) (p24 family protein alpha-3) (p24alpha3),TMED4 ERS25,Homo sapiens (Human),227
TPBG,Q13641,reviewed,TPBG_HUMAN,Trophoblast glycoprotein (5T4 oncofetal antigen) (5T4 oncofetal trophoblast glycoprotein) (5T4 oncotrophoblast glycoprotein) (M6P1) (Wnt-activated inhibitory factor 1) (WAIF1),TPBG 5T4,Homo sapiens (Human),420
TSPAN6,O43657,reviewed,TSN6_HUMAN,Tetraspanin-6 (Tspan-6) (A15 homolog) (Putative NF-kappa-B-activating protein 321) (T245 protein) (Tetraspanin TM4-D) (Transmembrane 4 superfamily member 6),TSPAN6 TM4SF6 UNQ767/PRO1560,Homo sapiens (Human),245
TYRP1,P17643,reviewed,TYRP1_HUMAN,"5,6-dihydroxyindole-2-carboxylic acid oxidase (DHICA oxidase) (EC 1.14.18.-) (Catalase B) (Glycoprotein 75) (Melanoma antigen gp75) (Tyrosinase-related protein 1) (TRP) (TRP-1) (TRP1)",TYRP1 CAS2 TYRP TYRRP,Homo sapiens (Human),537
UBE2V1,Q13404,reviewed,UB2V1_HUMAN,Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1) (TRAF6-regulated IKK activator 1 beta Uev1A),UBE2V1 CROC1 UBE2V UEV1 P/OKcl.19,Homo sapiens (Human),147
UMOD,P07911,reviewed,UROM_HUMAN,"Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form]",UMOD,Homo sapiens (Human),640
UNC45A,Q9H3U1,reviewed,UN45A_HUMAN,Protein unc-45 homolog A (Unc-45A) (GCUNC-45) (Smooth muscle cell-associated protein 1) (SMAP-1),UNC45A SMAP1,Homo sapiens (Human),944
VDAC2,P45880,reviewed,VDAC2_HUMAN,Voltage-dependent anion-selective channel protein 2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2),VDAC2,Homo sapiens (Human),294
