Protein,Protein Description,Protein Gene,AD01_121315_D5_42 Sum Normalized Area,AD02_121676_D8_64 Sum Normalized Area,AD03_131182_E5_19 Sum Normalized Area,AD04_131136_E6_04 Sum Normalized Area,AD05_131127_E7_61 Sum Normalized Area,AD06_131086_D4_29 Sum Normalized Area,AD07_121663_D7_39 Sum Normalized Area,AD08_131027_E2_13 Sum Normalized Area,AD09_131040_E4_54 Sum Normalized Area,AD10_131282_E8_17 Sum Normalized Area,BatchQC_CP01_21 Sum Normalized Area,BatchQC_CP02_63 Sum Normalized Area,BatchQC_CP03_45 Sum Normalized Area,BatchQC_CP04_10 Sum Normalized Area,BatchRef_KP01_56 Sum Normalized Area,BatchRef_KP02_47 Sum Normalized Area,BatchRef_KP03_25 Sum Normalized Area,BatchRef_KP04_07 Sum Normalized Area,HC01_141076_A7_24 Sum Normalized Area,HC02_141337_C3_53 Sum Normalized Area,HC03_121255_D2_08 Sum Normalized Area,HC04_121321_D6_50 Sum Normalized Area,HC05_131028_E3_18 Sum Normalized Area,HC06_141346_A5_11 Sum Normalized Area,HC07_141210_C7_43 Sum Normalized Area,HC08_141198_C8_14 Sum Normalized Area,HC09_111402_D3_41 Sum Normalized Area,HC10_131248_F2_52 Sum Normalized Area,PDD01_141132_A8_46 Sum Normalized Area,PDD02_141202_B3_28 Sum Normalized Area,PDD03_815_F7_03 Sum Normalized Area,PDD04_1089_F8_60 Sum Normalized Area,PDD05_141365_A4_49 Sum Normalized Area,PDD06_131379_B5_59 Sum Normalized Area,PDD07_131387_B6_27 Sum Normalized Area,PDD08_141335_C2_38 Sum Normalized Area,PDD09_121343_C5_06 Sum Normalized Area,PDD10_PST18-0089_F6_20 Sum Normalized Area,PD-noMCI01_141226_B4_48 Sum Normalized Area,PD-noMCI02_141374_B8_40 Sum Normalized Area,PD-noMCI03_131326_C4_15 Sum Normalized Area,PD-noMCI04_141312_C6_55 Sum Normalized Area,PD-noMCI05_141366_F3_57 Sum Normalized Area,PD-noMCI06_131175_A2_12 Sum Normalized Area,PD-noMCI07_131201_A3_22 Sum Normalized Area,PD-noMCI08_141097_A6_26 Sum Normalized Area,PD-noMCI09_141127_B2_62 Sum Normalized Area,PD-noMCI10_131355_B7_05 Sum Normalized Area
sp|P12035|K2C3_HUMAN,"Keratin, type II cytoskeletal 3 OS=Homo sapiens OX=9606 GN=KRT3 PE=1 SV=3",KRT3,1.0500E+8,1.5961E+8,1.5103E+8,9.8459E+7,5.7657E+7,4.0312E+8,7.4764E+7,2.6810E+8,3.4809E+8,1.1676E+8,2.4381E+8,2.6313E+8,1.8684E+8,1.9842E+8,8.0050E+7,6.8549E+7,7.2368E+7,7.0071E+7,2.8366E+7,1.3524E+7,1.7956E+8,2.4190E+8,7.5526E+7,4.6757E+7,1.8956E+7,5.3817E+7,1.5597E+8,7.5685E+8,1.6341E+7,2.8912E+7,1.2246E+7,7.0814E+7,3.0625E+7,1.1770E+8,1.9483E+8,4.4982E+7,1.2629E+8,2.3226E+8,2.8654E+7,1.8089E+8,2.3079E+7,3.5405E+7,6.0141E+7,1.0132E+8,5.3029E+7,2.6435E+7,2.5384E+7,4.4800E+7
sp|P27824|CALX_HUMAN,Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,CANX,9.8069E+7,8.5687E+7,6.6304E+7,9.1365E+7,8.6456E+7,9.6452E+7,6.8144E+7,2.2388E+8,1.7142E+8,1.0717E+8,8.3995E+7,9.7806E+7,9.9377E+7,1.0310E+8,6.5885E+7,7.3565E+7,7.2655E+7,7.4550E+7,9.3961E+7,7.6248E+7,9.5483E+7,1.0381E+8,7.9260E+7,5.6931E+7,7.6841E+7,4.4393E+7,8.4659E+7,9.7004E+7,6.2509E+7,6.5201E+7,6.4647E+7,5.8934E+7,8.0636E+7,6.0361E+7,1.2909E+8,7.3235E+7,8.2233E+7,1.0146E+8,6.5832E+7,8.0359E+7,6.0784E+7,6.0896E+7,6.3447E+7,6.9129E+7,7.2068E+7,5.9093E+7,7.0941E+7,6.9957E+7
sp|P78417|GSTO1_HUMAN,Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2,GSTO1,1.3728E+7,1.5165E+7,1.0173E+7,1.0797E+7,1.0397E+7,1.1271E+7,1.3371E+7,1.5994E+7,4.3826E+6,7.0939E+6,1.0790E+6,3.7874E+6,3.7068E+6,4.9031E+6,1.2723E+7,1.1508E+7,1.0647E+7,1.1352E+7,9.8779E+6,9.5517E+6,7.6010E+6,7.1613E+6,4.6371E+6,3.1127E+6,1.3812E+7,1.8548E+7,5.4158E+6,8.8619E+6,9.3884E+6,1.5822E+7,1.0506E+7,1.8716E+7,8.4802E+6,1.3139E+7,5.2241E+6,1.0388E+7,1.2333E+7,1.1807E+7,1.0295E+7,1.3402E+7,1.5184E+7,8.8081E+6,1.7267E+7,1.2859E+7,1.3457E+7,1.1865E+7,1.3751E+7,6.5120E+6
sp|Q00577|PURA_HUMAN,Transcriptional activator protein Pur-alpha OS=Homo sapiens OX=9606 GN=PURA PE=1 SV=2,PURA,1.3981E+7,1.4859E+7,9.3072E+6,1.3842E+7,1.5201E+7,1.7625E+7,1.1451E+7,1.6171E+8,1.5434E+8,1.2306E+7,1.8574E+7,1.6294E+7,1.9296E+7,1.5422E+7,1.2838E+7,1.3948E+7,1.0206E+7,1.0855E+7,1.0273E+7,1.3549E+7,1.1154E+7,1.2927E+7,9.3908E+6,1.2824E+7,1.1334E+7,1.1731E+7,2.6294E+7,1.6006E+7,8.2572E+6,1.2573E+7,1.1020E+7,1.1202E+7,1.7882E+7,1.0904E+7,1.1301E+7,1.3820E+7,1.2611E+7,1.6660E+7,1.4734E+7,9.9112E+6,1.0954E+7,1.4048E+7,1.1155E+7,1.4557E+7,1.3065E+7,1.1174E+7,1.4122E+7,1.2993E+7
sp|Q15042|RB3GP_HUMAN,Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP1 PE=1 SV=3,RAB3GAP1,7.6976E+5,6.5576E+5,8.7093E+5,8.7767E+5,1.1631E+6,3.3212E+5,8.7821E+5,2.0918E+6,8.9804E+5,1.0835E+6,1.3188E+6,7.6694E+5,4.4745E+5,1.6272E+6,9.2633E+5,4.0472E+5,7.0466E+5,9.5637E+5,1.1910E+6,8.6811E+5,9.0202E+5,6.8183E+5,7.2011E+5,1.3037E+6,1.2605E+6,9.6984E+5,1.1479E+6,5.5529E+5,8.8227E+5,1.0983E+6,1.1376E+6,9.4839E+5,4.3359E+5,5.0301E+5,2.7509E+5,7.2713E+5,4.9478E+5,1.3930E+6,1.1964E+6,4.3017E+5,6.7550E+5,7.0649E+5,1.0701E+6,5.4517E+5,9.2049E+5,5.2117E+5,1.3555E+6,9.9698E+5
sp|Q5UE93|PI3R6_HUMAN,Phosphoinositide 3-kinase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PIK3R6 PE=1 SV=1,PIK3R6,2.2128E+6,1.5738E+6,9.8940E+5,1.2792E+6,1.4912E+6,1.4468E+6,3.0366E+5,1.0108E+7,7.3228E+5,1.2935E+6,1.2316E+6,1.4975E+6,1.3169E+6,1.4914E+6,8.4123E+5,6.9956E+5,8.1350E+5,5.7588E+5,8.4098E+5,6.1138E+5,2.1469E+6,2.4132E+6,4.7822E+5,8.0504E+5,8.5186E+5,4.8207E+5,3.5630E+6,2.8622E+5,7.4142E+5,7.8677E+5,7.8048E+5,4.5658E+5,8.1954E+5,5.8315E+5,7.7401E+5,8.0336E+5,1.1675E+6,3.0229E+6,1.0007E+6,8.6332E+5,5.6938E+5,1.0583E+6,1.3194E+6,9.6087E+5,1.1552E+6,4.2006E+5,4.9293E+5,7.1159E+5
sp|Q6ZVC0|NYAP1_HUMAN,Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1 OS=Homo sapiens OX=9606 GN=NYAP1 PE=1 SV=1,NYAP1,5.1126E+7,4.0047E+7,2.1603E+7,2.9942E+7,4.4565E+7,6.7351E+7,2.1279E+7,2.1161E+8,1.3777E+8,6.2271E+7,4.7345E+7,4.3467E+7,3.5880E+7,3.4620E+7,2.0896E+7,2.0497E+7,1.8566E+7,1.8574E+7,4.0512E+7,1.8104E+7,4.2965E+7,6.2195E+7,3.7313E+7,1.3202E+7,1.6005E+7,1.3571E+7,7.4916E+7,4.2929E+7,1.7167E+7,2.1460E+7,1.1492E+7,1.1439E+7,2.1753E+7,2.0156E+7,3.4010E+7,1.3423E+7,2.3328E+7,8.1349E+7,1.5326E+7,2.2628E+7,2.0737E+7,1.6662E+7,2.6949E+7,3.1903E+7,2.2325E+7,8.3982E+6,1.3007E+7,1.6965E+7
sp|Q8IWE2|NXP20_HUMAN,Protein NOXP20 OS=Homo sapiens OX=9606 GN=FAM114A1 PE=1 SV=2,FAM114A1,1.1032E+5,1.3826E+5,7.7133E+4,7.6870E+5,4.0075E+5,1.1785E+6,1.2548E+5,6.7502E+5,1.1338E+6,1.6021E+6,2.0408E+5,3.6283E+5,4.9208E+5,6.6681E+5,9.2174E+4,6.1965E+4,1.7866E+5,2.4074E+4,5.4398E+5,1.9026E+5,5.4125E+5,3.2057E+5,3.9599E+5,2.2992E+5,5.9042E+4,6.3592E+4,2.1243E+5,1.0808E+6,3.9095E+5,3.9431E+4,1.1280E+5,1.5636E+5,1.2881E+5,2.6970E+5,7.9619E+5,5.0838E+5,2.0323E+5,2.5759E+5,3.2706E+5,5.4514E+5,3.4967E+5,1.6772E+5,1.0929E+5,1.1362E+5,1.7553E+5,1.1029E+5,8.1343E+4,1.5656E+5
sp|Q96QR8|PURB_HUMAN,Transcriptional activator protein Pur-beta OS=Homo sapiens OX=9606 GN=PURB PE=1 SV=3,PURB,1.0658E+6,6.3856E+5,8.1203E+5,1.7907E+5,1.0174E+6,7.5720E+5,8.1127E+5,0.0000E+0,1.6180E+6,2.9438E+5,4.8494E+5,7.4046E+5,4.6676E+5,1.3512E+5,9.4488E+5,3.8274E+5,6.9308E+5,2.1176E+5,3.6225E+5,7.4999E+5,0.0000E+0,1.0212E+6,2.2534E+5,5.7392E+5,1.1968E+6,8.3561E+5,6.5617E+5,4.2021E+5,5.5340E+5,5.9491E+5,7.3675E+5,5.7229E+5,7.1580E+5,5.9059E+5,6.9826E+5,7.2145E+5,4.2823E+5,2.8893E+5,1.0602E+6,7.4052E+5,3.6835E+5,9.1309E+5,9.0060E+5,5.5871E+5,8.1923E+5,6.3522E+5,7.9112E+5,2.6779E+5
sp|Q9BTY2|FUCO2_HUMAN,Plasma alpha-L-fucosidase OS=Homo sapiens OX=9606 GN=FUCA2 PE=1 SV=2,FUCA2,2.8574E+7,2.4700E+7,9.9086E+6,1.8173E+7,2.6550E+7,4.3741E+7,1.4589E+7,9.3230E+7,4.6388E+7,2.6678E+7,1.9322E+7,2.0796E+7,2.5921E+7,2.3281E+7,9.4992E+6,9.4910E+6,8.9509E+6,9.4354E+6,2.4393E+7,5.3531E+6,1.9771E+7,2.5308E+7,1.9696E+7,5.0038E+6,5.9460E+6,6.0421E+6,4.4713E+7,2.6743E+7,5.9099E+6,6.2406E+6,6.8745E+6,4.0337E+6,9.2912E+6,7.9662E+6,1.9010E+7,6.1804E+6,1.0148E+7,2.9644E+7,6.3353E+6,9.8054E+6,3.6735E+6,6.2802E+6,1.2176E+7,1.7208E+7,8.8124E+6,2.7355E+6,4.9531E+6,5.0872E+6
sp|Q9UBQ0|VPS29_HUMAN,Vacuolar protein sorting-associated protein 29 OS=Homo sapiens OX=9606 GN=VPS29 PE=1 SV=1,VPS29,5.3909E+6,1.9219E+7,6.0178E+6,9.4642E+6,1.4569E+7,1.4914E+7,8.3946E+6,4.2346E+7,3.8661E+7,2.1353E+7,1.2014E+7,1.5799E+7,1.0229E+7,1.4461E+7,5.4370E+6,2.8926E+6,5.3529E+6,7.1826E+6,1.0748E+7,3.6645E+6,9.0014E+6,1.4315E+7,9.6359E+6,6.9545E+6,3.7782E+6,4.8692E+6,1.0930E+7,1.7147E+7,2.7898E+6,4.9613E+6,7.5951E+6,4.2080E+6,7.6794E+6,5.4183E+6,1.1054E+7,4.6954E+6,9.6295E+6,2.4785E+7,4.6240E+6,4.7733E+6,5.2969E+6,3.8745E+6,7.9186E+6,1.9146E+7,6.8138E+6,3.6265E+6,3.9418E+6,7.0803E+6
sp|O00161|SNP23_HUMAN,Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1,SNAP23,1.9643E+7,2.3936E+7,2.3206E+7,1.4279E+7,2.1560E+7,5.7214E+6,3.0149E+7,3.0152E+7,1.0643E+7,9.3701E+6,1.4724E+7,8.3274E+6,9.4337E+6,1.0936E+7,2.2903E+7,2.0586E+7,1.9081E+7,2.6848E+7,1.1220E+7,2.4382E+7,2.2118E+7,1.6387E+7,1.8687E+7,2.2646E+7,2.4593E+7,1.8515E+7,1.0831E+7,1.0318E+7,2.1460E+7,2.5165E+7,2.4725E+7,1.6473E+7,2.4740E+7,2.1292E+7,1.6643E+7,2.3050E+7,2.2620E+7,1.3772E+7,2.7879E+7,2.2223E+7,2.4297E+7,2.3587E+7,2.3775E+7,2.4907E+7,2.5876E+7,2.4796E+7,2.4319E+7,2.7445E+7
sp|O94929|ABLM3_HUMAN,Actin-binding LIM protein 3 OS=Homo sapiens OX=9606 GN=ABLIM3 PE=1 SV=3,ABLIM3,7.7702E+6,1.3993E+7,5.2334E+6,3.0046E+6,1.3463E+7,6.3101E+6,2.6319E+6,5.8987E+7,3.1515E+7,7.6247E+6,6.8536E+6,6.0792E+6,2.8578E+6,3.5892E+6,8.2041E+6,5.0790E+6,2.0754E+6,1.4220E+6,6.0632E+6,2.6070E+6,5.1834E+6,1.4419E+7,3.9033E+6,4.0294E+6,5.7348E+6,5.3276E+6,2.3702E+7,8.0162E+6,2.3356E+6,6.5357E+6,3.7515E+6,2.0530E+6,1.2028E+7,4.6945E+6,6.5151E+6,3.2995E+6,4.4017E+6,1.3169E+7,6.6530E+6,5.9832E+6,5.2449E+6,5.2409E+6,4.4855E+6,7.4679E+6,9.5795E+6,2.7832E+6,2.8387E+6,4.7967E+6
sp|P06858|LIPL_HUMAN,Lipoprotein lipase OS=Homo sapiens OX=9606 GN=LPL PE=1 SV=1,LPL,7.6637E+6,7.7910E+6,2.6361E+6,4.1679E+6,1.2109E+7,1.9335E+7,9.6317E+5,7.1090E+7,1.5016E+7,1.0446E+7,5.2893E+6,5.9351E+6,4.9663E+6,4.9834E+6,3.4846E+6,2.5229E+6,2.3157E+6,2.6147E+6,5.0034E+6,1.3935E+6,2.0792E+7,1.3443E+7,5.5295E+6,1.3646E+6,6.9898E+5,3.6146E+6,6.6940E+6,2.8343E+6,1.8503E+6,2.0298E+6,1.4805E+6,2.1808E+6,3.2460E+6,3.3735E+6,4.1981E+6,8.8273E+5,3.7389E+6,9.5008E+6,1.8421E+6,2.0570E+6,3.2018E+6,3.1087E+6,6.0557E+6,1.7545E+6,2.9801E+6,1.1020E+6,6.1765E+5,7.6635E+5
sp|P08134|RHOC_HUMAN,Rho-related GTP-binding protein RhoC OS=Homo sapiens OX=9606 GN=RHOC PE=1 SV=1,RHOC,7.4766E+7,9.1279E+7,6.0238E+7,6.7021E+7,7.5160E+7,5.9467E+7,5.5154E+7,7.3041E+7,4.4007E+7,6.0469E+7,3.6892E+7,3.2795E+7,2.9361E+7,2.9799E+7,6.6320E+7,5.7191E+7,5.2579E+7,6.7359E+7,5.7684E+7,5.7961E+7,4.5003E+7,6.5894E+7,5.5596E+7,4.8994E+7,7.5924E+7,7.3942E+7,6.3250E+7,6.4614E+7,5.2888E+7,6.7581E+7,5.4636E+7,7.0572E+7,5.7390E+7,6.4102E+7,4.9536E+7,5.1693E+7,5.8309E+7,5.5692E+7,7.1179E+7,6.1754E+7,5.9790E+7,5.2804E+7,7.7902E+7,6.1386E+7,5.9782E+7,5.6706E+7,6.8501E+7,5.2134E+7
sp|P08833|IBP1_HUMAN,Insulin-like growth factor-binding protein 1 OS=Homo sapiens OX=9606 GN=IGFBP1 PE=1 SV=1,IGFBP1,5.9633E+7,5.0810E+7,3.8213E+7,4.1882E+7,2.1230E+7,2.8084E+8,5.8749E+6,2.9664E+8,1.3928E+8,1.0101E+8,2.1216E+7,2.0557E+7,2.0541E+7,1.6729E+7,2.4460E+7,2.4319E+7,1.8886E+7,1.7710E+7,2.8969E+7,1.1464E+7,1.5554E+8,1.2995E+8,3.2960E+7,9.4159E+6,1.4100E+7,1.0522E+7,9.9933E+7,2.4271E+7,3.9950E+7,3.3616E+7,1.0941E+7,1.4991E+7,9.4060E+6,1.7247E+7,1.0656E+8,2.7061E+6,8.3065E+6,1.9909E+7,8.1578E+6,2.1040E+7,1.0580E+7,1.9063E+7,1.5122E+7,1.0634E+7,2.3689E+7,1.1043E+6,3.4931E+6,3.3522E+6
sp|P19838|NFKB1_HUMAN,Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens OX=9606 GN=NFKB1 PE=1 SV=2,NFKB1,6.8372E+6,8.7564E+6,5.3972E+6,3.5327E+6,5.1696E+6,5.4062E+8,4.2529E+6,1.8126E+9,8.3336E+8,3.4960E+6,5.4370E+6,6.9028E+6,7.3719E+6,7.9707E+6,3.7285E+6,3.1035E+6,3.3373E+6,4.0367E+6,3.2494E+6,4.9737E+6,4.1873E+6,6.4593E+6,4.5925E+6,4.3666E+6,3.7437E+6,3.8133E+6,7.3361E+6,9.4681E+6,2.5756E+6,4.2271E+6,4.8939E+6,4.3382E+6,3.3302E+6,3.3936E+6,4.9053E+6,2.8152E+6,5.6777E+6,6.0134E+6,2.8766E+6,4.0832E+6,3.0293E+6,4.0002E+6,4.6597E+6,5.7065E+6,2.8090E+6,3.3355E+6,5.2807E+6,4.4406E+6
sp|P49821|NDUV1_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=4",NDUFV1,2.0545E+7,1.2913E+7,1.0738E+7,2.2001E+7,9.2024E+6,1.7501E+7,1.1575E+7,6.5215E+7,5.9601E+7,1.2563E+7,2.0428E+7,1.9129E+7,2.2622E+7,2.2263E+7,1.7009E+7,1.4011E+7,1.4195E+7,1.2154E+7,6.1794E+7,7.0875E+6,1.0957E+7,3.6534E+7,6.9331E+6,7.7474E+6,8.3168E+6,6.5634E+6,3.9812E+7,1.2236E+7,5.2255E+6,3.2566E+7,9.8471E+6,8.3210E+6,9.1891E+6,1.2575E+7,1.1402E+7,8.4974E+6,8.6472E+6,2.3381E+7,8.0541E+6,9.5133E+6,7.8919E+6,9.7254E+6,9.4178E+7,5.7345E+6,9.3640E+6,6.8495E+6,8.0679E+6,9.1647E+6
sp|P61204|ARF3_HUMAN / sp|P84077|ARF1_HUMAN,"ADP-ribosylation factor 3 OS=Homo sapiens OX=9606 GN=ARF3 PE=1 SV=2
ADP-ribosylation factor 1 OS=Homo sapiens OX=9606 GN=ARF1 PE=1 SV=2",ARF3 / ARF1,6.2822E+7,8.0549E+7,8.4983E+7,1.1396E+8,9.2316E+7,9.8416E+7,9.5977E+7,1.0324E+8,1.0380E+8,1.1468E+8,3.2880E+7,4.0843E+7,4.3829E+7,5.2903E+7,8.0212E+7,7.4613E+7,8.4296E+7,6.1532E+7,1.0714E+8,8.5085E+7,4.8780E+7,4.9111E+7,8.7575E+7,6.5806E+7,7.8307E+7,7.5765E+7,9.2443E+7,9.7758E+7,7.3815E+7,8.0646E+7,7.5133E+7,1.0692E+8,5.2256E+7,8.8829E+7,5.9660E+7,7.8125E+7,7.0914E+7,8.9238E+7,5.7389E+7,7.2748E+7,6.2466E+7,5.6592E+7,6.3072E+7,7.0055E+7,7.2237E+7,8.5018E+7,9.1404E+7,5.5321E+7
sp|P62195|PRS8_HUMAN,26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1,PSMC5,3.3215E+7,3.6466E+7,2.1507E+7,3.8401E+7,3.0587E+7,4.2936E+7,3.5579E+7,6.7478E+7,5.7087E+7,3.2562E+7,3.3783E+7,3.7568E+7,3.6684E+7,3.7373E+7,2.4795E+7,2.6071E+7,2.5180E+7,2.3951E+7,3.2758E+7,2.6360E+7,2.8835E+7,4.4189E+7,2.4333E+7,2.4457E+7,2.1034E+7,4.3677E+7,8.7794E+7,4.3141E+7,1.8759E+7,2.5882E+7,2.4473E+7,2.4849E+7,3.3013E+7,3.1232E+7,2.6606E+7,2.7126E+7,2.9875E+7,4.1276E+7,2.3011E+7,2.0181E+7,2.1645E+7,2.1682E+7,2.2527E+7,3.4144E+7,2.3996E+7,2.3921E+7,3.1812E+7,2.7446E+7
sp|Q14344|GNA13_HUMAN,Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens OX=9606 GN=GNA13 PE=1 SV=2,GNA13,1.2439E+8,1.5778E+8,7.1987E+7,9.7857E+7,1.3110E+8,1.1099E+8,8.0449E+7,1.5423E+8,1.7141E+8,9.1244E+7,1.1880E+8,1.7291E+8,1.1252E+8,9.6226E+7,1.2678E+8,9.5577E+7,8.1198E+7,9.5450E+7,1.2445E+8,9.8745E+7,8.8887E+7,1.6109E+8,9.4797E+7,9.4750E+7,1.2148E+8,7.9309E+7,1.5384E+8,9.2919E+7,9.4738E+7,1.0011E+8,9.9839E+7,8.8808E+7,1.4709E+8,1.1356E+8,9.0957E+7,9.4650E+7,7.9631E+7,1.1006E+8,1.3134E+8,1.2662E+8,7.7939E+7,1.1622E+8,1.4468E+8,7.8394E+7,8.2341E+7,9.3298E+7,1.0998E+8,1.0463E+8
sp|Q6ZRY4|RBPS2_HUMAN,RNA-binding protein with multiple splicing 2 OS=Homo sapiens OX=9606 GN=RBPMS2 PE=1 SV=1,RBPMS2,1.8375E+7,5.3654E+6,2.5128E+6,2.4276E+6,2.2869E+6,2.4720E+6,1.7042E+6,1.1738E+7,3.1689E+6,8.5600E+5,6.6785E+6,3.9696E+6,2.2078E+6,1.7375E+6,6.9269E+6,2.8041E+6,2.5126E+6,4.1660E+6,1.7928E+6,3.1718E+6,2.5339E+6,1.6418E+7,1.8755E+6,3.2671E+6,5.6569E+6,2.1593E+6,3.7088E+6,2.0236E+6,2.4650E+6,5.4859E+6,3.4109E+6,3.6633E+6,5.8730E+6,3.8157E+6,3.1755E+6,3.3799E+6,3.9266E+6,9.8075E+5,4.3729E+6,3.7314E+6,4.8596E+6,3.5520E+6,3.3235E+6,3.0918E+6,5.9095E+6,3.7477E+6,4.4614E+6,3.7704E+6
sp|Q9UBC2|EP15R_HUMAN,Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1 PE=1 SV=1,EPS15L1,1.0797E+7,9.8189E+6,8.1643E+6,8.3530E+6,9.2399E+6,1.2411E+7,6.9559E+6,1.5951E+7,9.8530E+6,3.7259E+6,8.9751E+6,8.8958E+6,9.1510E+6,8.8084E+6,8.1249E+6,7.4283E+6,7.8750E+6,8.3975E+6,3.7872E+6,7.5346E+6,9.1994E+6,1.2935E+7,6.4204E+6,9.1771E+6,7.0680E+6,6.7386E+6,8.7186E+6,8.1018E+6,8.4372E+6,7.2577E+6,1.0169E+7,6.5338E+6,9.6615E+6,7.9218E+6,7.2386E+6,9.8136E+6,1.0084E+7,8.8100E+6,7.8267E+6,6.8439E+6,5.5196E+6,1.0439E+7,8.0675E+6,7.5308E+6,9.6954E+6,9.0634E+6,9.4564E+6,8.5480E+6
sp|O75095|MEGF6_HUMAN,Multiple epidermal growth factor-like domains protein 6 OS=Homo sapiens OX=9606 GN=MEGF6 PE=1 SV=4,MEGF6,2.3997E+6,8.8966E+5,5.1772E+5,5.1547E+6,2.6824E+6,9.8571E+5,1.2566E+6,1.1068E+7,5.7227E+6,7.5897E+5,9.7567E+5,1.1667E+6,1.5585E+6,4.0008E+5,9.2589E+5,8.4783E+5,8.9427E+5,5.9797E+5,1.4410E+6,3.5040E+5,1.3565E+6,3.9043E+6,1.0115E+6,6.8378E+4,7.8087E+5,7.2328E+5,4.4388E+6,1.3522E+6,6.5329E+5,9.1168E+5,2.8073E+5,1.9268E+5,4.9204E+5,1.1134E+6,1.4091E+6,3.5997E+5,1.4946E+6,4.5164E+6,7.0524E+5,9.5515E+5,1.0279E+6,8.0470E+5,1.3498E+6,1.2079E+6,4.9266E+5,5.7091E+5,1.5761E+5,4.9830E+5
sp|O94905|ERLN2_HUMAN,Erlin-2 OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1,ERLIN2,4.9158E+6,4.4927E+6,2.7850E+6,2.9012E+6,8.4773E+6,6.9180E+6,5.0598E+6,2.9734E+7,1.8333E+7,4.7922E+6,2.0568E+6,4.3742E+6,3.6841E+6,3.6295E+6,4.6567E+6,4.5318E+6,3.5260E+6,3.5867E+6,4.5766E+6,4.8884E+6,4.7489E+6,5.3086E+6,4.0942E+6,3.4407E+6,4.2063E+6,3.5210E+6,8.4126E+6,5.3274E+6,2.7433E+6,4.4038E+6,3.5109E+6,3.3383E+6,4.8722E+6,3.1881E+6,4.4768E+6,3.5806E+6,4.5146E+6,8.2161E+6,4.0316E+6,4.7413E+6,2.4681E+6,3.3914E+6,4.3382E+6,3.1600E+6,4.2761E+6,3.8486E+6,3.3607E+6,3.6535E+6
sp|P05160|F13B_HUMAN,Coagulation factor XIII B chain OS=Homo sapiens OX=9606 GN=F13B PE=1 SV=3,F13B,2.0304E+6,2.7729E+6,2.0789E+6,7.4924E+6,1.5229E+6,9.3957E+6,3.7123E+6,1.9153E+7,1.5740E+7,4.6953E+6,2.2697E+6,3.7760E+6,1.9737E+6,4.2236E+6,3.6567E+6,1.9961E+6,1.7912E+6,1.5944E+6,2.8349E+6,2.8961E+6,4.6924E+6,1.1549E+7,3.1958E+6,2.5086E+6,1.8277E+6,3.5423E+6,3.8955E+6,2.7355E+6,4.8542E+6,4.6699E+6,4.5499E+6,1.7371E+6,3.2936E+6,1.3821E+6,2.6218E+6,1.7202E+6,2.5474E+6,9.2527E+6,3.0496E+6,4.4782E+6,1.7504E+6,5.8111E+6,2.6718E+6,1.8764E+6,3.3193E+6,4.1599E+6,1.6504E+6,1.3950E+6
sp|P13861|KAP2_HUMAN,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2,PRKAR2A,1.8861E+7,1.8356E+7,2.2532E+7,2.7758E+7,2.1559E+7,2.4551E+7,2.1122E+7,3.8214E+7,6.3663E+7,2.0900E+7,4.3207E+7,3.0305E+7,4.6727E+7,2.9453E+7,2.3882E+7,2.2156E+7,2.0576E+7,2.0419E+7,1.7824E+7,2.1085E+7,1.7462E+7,1.6194E+7,2.2718E+7,2.5920E+7,3.3861E+7,2.3909E+7,3.5389E+7,3.1835E+7,1.8682E+7,2.2981E+7,2.4813E+7,1.5192E+7,2.4931E+7,1.6472E+7,1.9398E+7,2.6676E+7,2.8392E+7,4.4129E+7,1.7387E+7,2.0027E+7,2.0869E+7,2.3380E+7,2.4118E+7,1.8366E+7,2.9071E+7,2.9258E+7,1.6413E+7,2.6123E+7
